date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:53:42	16445/16445	---M-Z	200	added ('OK')	text/html	etag:%22403d-64a536a1-1640e7dc2f84d7e4;gz%22	https://biswasloan.in/index.html	C:/My%20Web%20Sites/biswas/biswasloan.in/index.html	(from )
08:53:42	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63d7e513-7ae9c1e1df92be79;gz%22	https://biswasloan.in/robots.txt		(from )
08:53:43	195498/195498	---M-Z	200	added ('OK')	text/css	etag:W/%222fbaa-t81XpP1qH65hJhUPQn7yFzlyk+Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.2.1/dist/css/bootstrap.min.css	C:/My%20Web%20Sites/biswas/cdn.jsdelivr.net/npm/bootstrap@5.2.1/dist/css/bootstrap.min.css	(from https://biswasloan.in/index.html)
08:53:43	80457/80457	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213a49-d7zwyIL6S+j76tNQUsOalE+QNeM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.2.1/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/biswas/cdn.jsdelivr.net/npm/bootstrap@5.2.1/dist/js/bootstrap.bundle.min.js	(from https://biswasloan.in/index.html)
08:53:43	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/biswas/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://biswasloan.in/index.html)
08:53:43	11660/11660	---M-Z	200	added ('OK')	text/css	etag:%222d8c-64a0a4a4-445c3c3a48cff84b;gz%22	https://biswasloan.in/css/index.css	C:/My%20Web%20Sites/biswas/biswasloan.in/css/index.css	(from https://biswasloan.in/index.html)
08:53:44	40422/40422	---M--	200	added ('OK')	image/png	etag:%229de6-64a0a4a4-77f1d7f28037f7f6;;;%22	https://biswasloan.in/img/icon.png	C:/My%20Web%20Sites/biswas/biswasloan.in/img/icon.png	(from https://biswasloan.in/index.html)
08:53:44	121985/121985	---M--	200	added ('OK')	image/png	etag:%221dc81-64a0a4a4-6593704c30b3ce72;;;%22	https://biswasloan.in/img/logo-transparent.png	C:/My%20Web%20Sites/biswas/biswasloan.in/img/logo-transparent.png	(from https://biswasloan.in/index.html)
08:53:45	16262/16262	---M--	200	added ('OK')	image/png	etag:%223f86-64a0a4a4-6cb6f90eed3c7a1d;;;%22	https://biswasloan.in/img/google-play.png	C:/My%20Web%20Sites/biswas/biswasloan.in/img/google-play.png	(from https://biswasloan.in/index.html)
08:53:45	43381/43381	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a975-64a0a4a4-6cbc818a7a126546;gz%22	https://biswasloan.in/img/header-img.svg	C:/My%20Web%20Sites/biswas/biswasloan.in/img/header-img.svg	(from https://biswasloan.in/index.html)
08:53:46	103104/103104	---M--	200	added ('OK')	image/jpeg	etag:%22192c0-64a0a4a4-ff866061e3c5386c;;;%22	https://biswasloan.in/img/about-img.jpg	C:/My%20Web%20Sites/biswas/biswasloan.in/img/about-img.jpg	(from https://biswasloan.in/index.html)
08:53:47	8547253/8547253	---M--	200	added ('OK')	application/vnd.android.package-archive	etag:%22826bb5-64a1440a-e3a5cce785757bd8;;;%22	https://biswasloan.in/biswas_loan.apk	C:/My%20Web%20Sites/biswas/biswasloan.in/biswas_loan.apk	(from https://biswasloan.in/index.html)
08:53:48	520262/520262	---M--	200	added ('OK')	image/png	etag:%227f046-64a0a4a4-fd7463f2e54cc46c;;;%22	https://biswasloan.in/img/terms-img.png	C:/My%20Web%20Sites/biswas/biswasloan.in/img/terms-img.png	(from https://biswasloan.in/index.html)
08:53:48	21233/21233	---M-Z	200	added ('OK')	application/javascript	etag:W/%2252f1-MTeJyg4xtlR4TbuosPg/Nk+Gg7Q%22	https://cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js	C:/My%20Web%20Sites/biswas/cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js	(from https://biswasloan.in/index.html)
08:53:48	72380/72380	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-11abc%22	https://code.jquery.com/jquery-3.5.1.slim.min.js	C:/My%20Web%20Sites/biswas/code.jquery.com/jquery-3.5.1.slim.min.js	(from https://biswasloan.in/index.html)
08:53:48	60044/60044	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:11%20GMT	https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js	C:/My%20Web%20Sites/biswas/stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js	(from https://biswasloan.in/index.html)
08:53:53	96381/96381	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	C:/My%20Web%20Sites/biswas/ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	(from https://biswasloan.in/index.html)
08:53:53	1324/1324	---M-Z	200	added ('OK')	application/x-javascript	etag:%2252c-64a0a4a4-22ff088ae4bd5f62;gz%22	https://biswasloan.in/js/app.js	C:/My%20Web%20Sites/biswas/biswasloan.in/js/app.js	(from https://biswasloan.in/index.html)
